x,y
31.933503051444,46.078897947872
32.013073299667,46.121620195122
32.093071505580,46.163649519824
32.173496673179,46.204987534639
32.254347489162,46.245636365991
32.335622322825,46.285598654209
32.417319226210,46.324877553310
32.499435934469,46.363476730395
32.581969866475,46.401400364661
32.664918125666,46.438653146046
32.748277501114,46.475240273482
32.832044468844,46.511167452775
32.916215193372,46.546440894098
33.000785529491,46.581067309117
33.085751024280,46.615053907724
33.171106919353,46.648408394403
33.256848153336,46.681138964215
33.342969364578,46.713254298413
33.429464894091,46.744763559682
33.516328788716,46.775676387007
33.603554804519,46.806002890178
33.691136410410,46.835753643930
33.779066791991,46.864939681716
33.867338855613,46.893572489130
33.955945232667,46.921663996969
34.044878284077,46.949226573949
34.134130105020,46.976273019070
34.223692529848,47.002816553644
34.313557137222,47.028870812980
34.403715255449,47.054449837744
34.494157968026,47.079568064987
34.584876119376,47.104240318851
34.675860320781,47.128481800964
34.767100956513,47.152308080520
34.858588190139,47.175735084058
34.950311971023,47.198779084946
35.042262040998,47.221456692570
35.134427941219,47.243784841246
35.226799019180,47.265780778850
35.319364435904,47.287462055181
35.412113173288,47.308846510069
35.505034041608,47.329952261219
35.598115687175,47.350797691822
35.691346600136,47.371401437918
35.784715122415,47.391782375541
35.878209455791,47.411959607638
35.971817670108,47.431952450777
36.065527711605,47.451780421661
36.159327411369,47.471463223440
36.253204493895,47.491020731849
36.347146585763,47.510472981165
36.441141224403,47.529840150004
36.535175866970,47.549142546967
36.629237899290,47.568400596140
36.723314644905,47.587634822458
36.817393374185,47.606865836949
36.911461313509,47.626114321868
37.005505654514,47.645401015721
37.099513563397,47.664746698206
37.193472190267,47.684172175071
37.287368678543,47.703698262895
37.381190174381,47.723345773822
37.474923836141,47.743135500241
37.568556843869,47.763088199427
37.662076408796,47.783224578161
37.755469782847,47.803565277335
37.848724268154,47.824130856550
37.941827226557,47.844941778731
38.034766089101,47.866018394750
38.127528365508,47.887380928091
38.220101653626,47.909049459550
38.312473648842,47.931043911991
38.404632153459,47.953384035170
38.496565086021,47.976089390631
38.588260490586,47.999179336695
38.679706545938,48.022673013541
38.770891574729,48.046589328406
38.861804052549,48.070946940901
38.952432616908,48.095764248464
39.042766076137,48.121059371952
39.132793418187,48.146850141393
39.222503819325,48.173154081902
39.311886652726,48.199988399778
39.400931496942,48.227369968779
39.489628144256,48.255315316611
39.577966608899,48.283840611610
39.665937135136,48.312961649658
39.753530205210,48.342693841316
39.840736547133,48.373052199212
39.927547142330,48.404051325665
40.013953233113,48.435705400580
40.099946329994,48.468028169606
40.185518218829,48.501032932581
40.270660967769,48.534732532258
40.355366934046,48.569139343337
40.439628770551,48.604265261798
40.523439432230,48.640121694558
40.606792182270,48.676719549444
40.689680598088,48.714069225507
40.772098577099,48.752180603674
40.854040342273,48.791063037751
40.935500447474,48.830725345785
41.016473782571,48.871175801785
41.096955578312,48.912422127826
41.176941410979,48.954471486519
41.256427206787,48.997330473883
41.335409246056,49.041005112593
41.413884167125,49.085500845644
41.491848970021,49.130822530403
41.569301019877,49.176974433088
41.646238050082,49.223960223650
41.722658165186,49.271782971086
41.798559843530,49.320445139173
41.873941939614,49.369948582632
41.948803686197,49.420294543733
42.023144696125,49.471483649331
42.096964963885,49.523515908354
42.170264866883,49.576390709728
42.243045166449,49.630106820754
42.315307008557,49.684662385943
42.387051924270,49.740054926293
42.458281829897,49.796281339035
42.528999026875,49.853337897826
42.599206201360,49.911220253408
42.668906423539,49.969923434724
42.738103146654,50.029441850497
42.806800205746,50.089769291271
42.875001816105,50.150898931907
42.942712571443,50.212823334551
43.009937441783,50.275534452051
43.076681771057,50.339023631844
43.142951274428,50.403281620291
43.208752035327,50.468298567479
43.274090502211,50.534064032468
43.338973485037,50.600566988995
43.403408151467,50.667795831628
43.467402022787,50.735738382365
43.530962969563,50.804381897676
43.594099207014,50.873713075985
43.656819290130,50.943718065588
43.719132108507,51.014382472997
43.781046880936,51.085691371721
43.842573149718,51.157629311456
43.903720774730,51.230180327700
43.964499927237,51.303327951773
44.024921083450,51.377055221244
44.084995017841,51.451344690756
44.144732796218,51.526178443239
44.204145768559,51.601538101511
44.263245561619,51.677404840254
44.322044071297,51.753759398362
44.380553454797,51.830582091649
44.438786122553,51.907852825907
44.496754729953,51.985551110317
44.554472168849,52.063656071192
44.611951558869,52.142146466044
44.669206238528,52.221000697978
44.726249756151,52.300196830383
44.783095860612,52.379712601938
44.839758491893,52.459525441888
44.896251771471,52.539612485613
44.952589992540,52.619950590459
45.008787610074,52.700516351830
45.064859230738,52.781286119518
45.120819602654,52.862236014280
45.176683605026,52.943341944632
45.232466237639,53.024579623850
45.288182610230,53.105924587187
45.343847931744,53.187352209261
45.399477499483,53.268837721631
45.455086688149,53.350356230533
45.510690938797,53.431882734765
45.566305747707,53.513392143716
45.621946655165,53.594859295517
45.677629234187,53.676258975305
45.733369079176,53.757565933590
45.789181794525,53.838754904708
45.845082983176,53.919800625342
45.901088235140,54.000677853114
45.957213115989,54.081361385213
46.013473155332,54.161826077062
46.069883835270,54.242046861002
46.126460578853,54.321998764986
46.183218738544,54.401656931259
46.240173584689,54.480996635022
46.297340294019,54.559993303056
46.354733938171,54.638622532301
46.412369472256,54.716860108366
46.470261723473,54.794682023972
46.528425379778,54.872064497293
46.586874978614,54.948983990199
46.645624895724,55.025417226381
46.704689334034,55.101341209341
46.764082312634,55.176733240240
46.823817655852,55.251570935579
46.883908982442,55.325832244722
46.944369694876,55.399495467213
47.005212968770,55.472539269913
47.066451742438,55.544942703907
47.128098706579,55.616685221202
47.190166294123,55.687746691168
47.252666670225,55.758107416741
47.315611722424,55.827748150355
47.379013050974,55.896650109598
47.442881959354,55.964794992579
47.507229444963,56.032164992990
47.572066190012,56.098742814857
47.637402552616,56.164511686965
47.703248558089,56.229455376945
47.769613890468,56.293558205007
47.836507884243,56.356805057320
47.903939516332,56.419181399019
47.971917398279,56.480673286824
48.040449768707,56.541267381270
48.109544486005,56.600950958536
48.179209021288,56.659711921861
48.249450451602,56.717538812528
48.320275453408,56.774420820426
48.391690296331,56.830347794169
48.463700837189,56.885310250757
48.536312514313,56.939299384785
48.609530342142,56.992307077182
48.683358906124,57.044325903475
48.757802357911,57.095349141570
48.832864410852,57.145370779037
48.908548335804,57.194385519912
48.984856957244,57.242388790974
49.061792649703,57.289376747533
49.139357334513,57.335346278684
49.217552476886,57.380295012049
49.296379083305,57.424221317989
49.375837699260,57.467124313287
49.455928407297,57.509003864283
49.536650825420,57.549860589487
49.618004105811,57.589695861629
49.699986933905,57.628511809173
49.782597527792,57.666311317276
49.865833637968,57.703098028198
49.949692547426,57.738876341145
50.034171072094,57.773651411572
50.119265561613,57.807429149911
50.204971900467,57.840216219753
50.291285509451,57.872020035460
50.378201347493,57.902848759224
50.465713913818,57.932711297561
50.553817250452,57.961617297250
50.642504945084,57.989577140710
50.731770134255,58.016601940826
50.821605506904,58.042703535214
50.912003308247,58.067894479942
51.002955343996,58.092188042692
51.094452984917,58.115598195382
51.186487171724,58.138139606250
51.279048420303,58.159827631384
51.372126827265,58.180678305736
51.465712075831,58.200708333594
51.559793442037,58.219935078538
51.654359801258,58.238376552870
51.749399635050,58.256051406539
51.844901038308,58.272978915554
51.940851726725,58.289178969904
52.037239044559,58.304672060978
52.134049972702,58.319479268513
52.231271137034,58.333622247050
52.328888817079,58.347123211936
52.426888954932,58.360004924859
52.525257164471,58.372290678934
52.623978740840,58.384004283353
52.723038670196,58.395170047597
52.822421639722,58.405812765233
52.922112047883,58.415957697298
53.022094014936,58.425630555285
53.122351393681,58.434857483742
53.222867780437,58.443665042490
53.323626526252,58.452080188479
53.424610748325,58.460130257296
53.525803341637,58.467842944324
53.627186990793,58.475246285578
53.728744182047,58.482368638229
53.830457215523,58.489238660821
53.932308217603,58.495885293204
54.034279153497,58.502337736194
54.136351839963,58.508625430968
54.238507958182,58.514778038222
54.340729066778,58.520825417088
54.442996614969,58.526797603840
54.545291955845,58.532724790402
54.647596359754,58.538637302662
54.749891027805,58.544565578620
54.852157105458,58.550540146378
54.954375696202,58.556591601994
55.056527875312,58.562750587208
55.158594703673,58.569047767062
55.260557241657,58.575513807427
55.362396563048,58.582179352458
55.464093769008,58.589075001980
55.565630002064,58.596231288846
55.666986460114,58.603678656253
55.768144410438,58.611447435060
55.869085203704,58.619567821107
55.969790287965,58.628069852557
56.070241222623,58.636983387283
56.170419692363,58.646338080307
56.270307521040,58.656163361315
56.369886685512,58.666488412262
56.469139329401,58.677342145087
56.568047776784,58.688753179547
56.666594545796,58.700749821198
56.764762362128,58.713360039525
56.862534172431,58.726611446256
56.959893157588,58.740531273861
57.056822745871,58.755146354256
57.153306625947,58.770483097737
57.249328759750,58.786567472148
57.344873395184,58.803424982305
57.439925078661,58.821080649699
57.534468667467,58.839558992475
57.628489341930,58.858884005725
57.721972617404,58.879079142090
57.814904356035,58.900167292708
57.907270778317,58.922170768498
57.999058474425,58.945111281819
58.090254415308,58.969009928502
58.180845963544,58.993887170277
58.270820883941,59.019762817605
58.360167353882,59.046656012940
58.448873973389,59.074585214415
58.536929774928,59.103568179983
58.624324232911,59.133621952021
58.711047272920,59.164762842405
58.797089280616,59.197006418074
58.882441110351,59.230367487095
58.967094093457,59.264860085237
59.051040046216,59.300497463070
59.134271277497,59.337292073596
59.216780596057,59.375255560428
59.298561317502,59.414398746525
59.379607270893,59.454731623485
59.459912805003,59.496263341430
59.539472794203,59.539002199455
59.618282643994,59.582955636689
59.696338296158,59.628130223949
59.773636233531,59.674531656007
59.850173484401,59.722164744475
59.925947626515,59.771033411316
60.000956790694,59.821140682989
60.075199664056,59.872488685228
60.148675492843,59.925078638474
60.221384084840,59.978910853950
60.293325811392,60.033984730394
60.364501609019,60.090298751455
60.434912980610,60.147850483747
60.504561996210,60.206636575578
60.573451293400,60.266652756346
60.641584077243,60.327893836607
60.708964119832,60.390353708825
60.775595759406,60.454025348791
60.841483899052,60.518900817732
60.906634004987,60.584971265086
60.971052104421,60.652226931972
61.034744782995,60.720657155324
61.097719181810,60.790250372718
61.159982994026,60.860994127865
61.221544461052,60.932875076786
61.282412368316,61.005878994661
61.342596040623,61.079990783344
61.402105337100,61.155194479549
61.460950645730,61.231473263698
61.519142877480,61.308809469429
61.576693460026,61.387184593758
61.633614331074,61.466579307892
61.689917931288,61.546973468680
61.745617196819,61.628346130708
61.800725551449,61.710675559021
61.855256898348,61.793939242466
61.909225611454,61.878113907657
61.962646526473,61.963175533538
62.015534931512,62.049099366553
62.067906557352,62.135859936400
62.119777567352,62.223431072367
62.171164547016,62.311785920237
62.222084493202,62.400896959751
62.272554802997,62.490736022623
62.322593262265,62.581274311088
62.372218033863,62.672482416972
62.421447645545,62.764330341285
62.470300977557,62.856787514305
62.518797249931,62.949822816147
62.566956009485,63.043404597816
62.614797116541,63.137500702710
62.662340731369,63.232078488569
62.709607300364,63.327104849861
62.756617541962,63.422546240575
62.803392432321,63.518368697423
62.849953190748,63.614537863413
62.896321264914,63.711019011810
62.942518315841,63.807777070427
62.988566202690,63.904776646270
63.034486967344,64.001982050488
63.080302818811,64.099357323632
63.126036117452,64.196866261192
63.171709359042,64.294472439404
63.217345158680,64.392139241303
63.262966234558,64.489829883002
63.308595391597,64.587507440185
63.354255504969,64.685134874794
63.399969503509,64.782675061880
63.445760353034,64.880090816618
63.491651039576,64.977344921450
63.537664552548,65.074400153343
63.583823867849,65.171219311147
63.630151930923,65.267765243022
63.676671639786,65.364000873921
63.723405828024,65.459889233118
63.770377247791,65.555393481734
63.817608552805,65.650476940276
63.865122281358,65.745103116139
63.912940839359,65.839235731064
63.961086483412,65.932838748538
64.009581303955,66.025876401094
64.058447208455,66.118313217521
64.107705904690,66.210114049931
64.157378884116,66.301244100690
64.207487405342,66.391668949176
64.258052477721,66.481354578350
64.309094845061,66.570267401122
64.360634969491,66.658374286485
64.412693015467,66.745642585401
64.465288833951,66.832040156421
64.518441946767,66.917535391020
64.572171531146,67.002097238617
64.626496404466,67.085695231276
64.681435009223,67.168299508056
64.737005398205,67.249880838999
64.793225219922,67.330410648733
64.850111704275,67.409861039671
64.907681648486,67.488204814793
64.965951403301,67.565415499986
65.024936859474,67.641467365925
65.084653434545,67.716335449484
65.145116059923,67.789995574655
65.206339168278,67.862424372953
65.268336681263,67.933599303300
65.331121997570,68.003498671363
65.394707981330,68.072101648342
65.459106950865,68.139388289173
65.524330667807,68.205339550151
65.590390326589,68.269937305943
65.657296544318,68.333164365989
65.725059351038,68.395004490263
65.793688180395,68.455442404393
65.863191860702,68.514463814119
65.933578606430,68.572055419079
66.004856010115,68.628204925912
66.077031034693,68.682901060661
66.150110006283,68.736133580470
66.224098607399,68.787893284561
66.299001870629,68.838172024482
66.374824172757,68.886962713615
66.451569229357,68.934259335934
66.529240089847,68.980056954007
66.607839133027,69.024351716233
66.687368063085,69.067140863295
66.767827906090,69.108422733845
66.849219006972,69.148196769394
66.931541026995,69.186463518402
67.014792941719,69.223224639578
67.098973039465,69.258482904370
67.184078920273,69.292242198640
67.270107495374,69.324507523535
67.357054987154,69.355284995531
67.444916929633,69.384581845665
67.533688169451,69.412406417940
67.623362867357,69.438768166909
67.713934500214,69.463677654428
67.805395863513,69.487146545595
67.897739074390,69.509187603854
67.990955575157,69.529814685280
68.085036137346,69.549042732039
68.179970866247,69.566887765030
68.275749205962,69.583366875709
68.372359944959,69.598498217092
68.469791222125,69.612300993960
68.568030533317,69.624795452244
68.667064738411,69.636002867619
68.766880068838,69.645945533298
68.867462135611,69.654646747036
68.968795937831,69.662130797358
69.070865871678,69.668422949001
69.173655739867,69.673549427607
